[2025-10-01 21:07:38.867300] [0x0000007f9ee9b7c0] [MocapTag] [0x0000150e] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 21:07:38.870677] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [3] 1759367258870491, 2.79818, -0.0248865, -0.38707, -0.310401, -0.999634, -0.00665671, 0.0113497, 0.0236257, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.875384] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [5] 1759367258875272, 2.80296, -0.0248831, -0.387058, -0.31039, -0.999634, -0.00667128, 0.0113348, 0.0236363, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.877131] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [7] 1759367258877021, 2.80471, -0.0248831, -0.387058, -0.31039, -0.999634, -0.00667128, 0.0113348, 0.0236363, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.880027] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [8] 1759367258879915, 2.80761, -0.0248831, -0.387058, -0.31039, -0.999634, -0.00667128, 0.0113348, 0.0236363, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.882593] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [9] 1759367258882488, 2.81018, -0.0248698, -0.387065, -0.310395, -0.999635, -0.00665095, 0.0113296, 0.0236249, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.885357] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [10] 1759367258885252, 2.81294, -0.0248698, -0.387065, -0.310395, -0.999635, -0.00665095, 0.0113296, 0.0236249, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.890682] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [12] 1759367258890569, 2.81826, -0.0248698, -0.387065, -0.310395, -0.999635, -0.00665095, 0.0113296, 0.0236249, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.893258] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [13] 1759367258893149, 2.82084, -0.0248715, -0.387064, -0.310389, -0.999635, -0.00666325, 0.0113336, 0.0236045, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.895736] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [14] 1759367258895618, 2.82331, -0.0248715, -0.387064, -0.310389, -0.999635, -0.00666325, 0.0113336, 0.0236045, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.900946] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [16] 1759367258900817, 2.82851, -0.0248715, -0.387064, -0.310389, -0.999635, -0.00666325, 0.0113336, 0.0236045, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.901554] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [17] 1759367258901461, 2.82915, -0.0248629, -0.387077, -0.310385, -0.999635, -0.00665634, 0.0113257, 0.0236067, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.903537] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [18] 1759367258903417, 2.83111, -0.0248629, -0.387077, -0.310385, -0.999635, -0.00665634, 0.0113257, 0.0236067, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.911443] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [20] 1759367258911310, 2.839, -0.0248629, -0.387077, -0.310385, -0.999635, -0.00665634, 0.0113257, 0.0236067, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.912138] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [21] 1759367258912033, 2.83972, -0.0248629, -0.387077, -0.310385, -0.999635, -0.00665634, 0.0113257, 0.0236067, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.912736] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [22] 1759367258912642, 2.84033, -0.0248517, -0.387078, -0.31038, -0.999635, -0.00665697, 0.011344, 0.0236003, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.914971] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [23] 1759367258914824, 2.84252, -0.0248517, -0.387078, -0.31038, -0.999635, -0.00665697, 0.011344, 0.0236003, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.917835] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [25] 1759367258917720, 2.84541, -0.0248517, -0.387078, -0.31038, -0.999635, -0.00665697, 0.011344, 0.0236003, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.925992] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [26] 1759367258925904, 2.85359, -0.0248557, -0.387082, -0.310391, -0.999635, -0.00666066, 0.0113235, 0.0236081, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.931428] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [28] 1759367258931316, 2.85901, -0.0248557, -0.387082, -0.310391, -0.999635, -0.00666066, 0.0113235, 0.0236081, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.932205] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [29] 1759367258932094, 2.85979, -0.0248557, -0.387082, -0.310391, -0.999635, -0.00666066, 0.0113235, 0.0236081, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.932869] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [30] 1759367258932762, 2.86045, -0.0248557, -0.387082, -0.310391, -0.999635, -0.00666066, 0.0113235, 0.0236081, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.933452] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [31] 1759367258933360, 2.86105, -0.0248527, -0.387074, -0.310384, -0.999635, -0.00666905, 0.0113296, 0.0236095, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.937303] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [33] 1759367258937189, 2.86488, -0.0248527, -0.387074, -0.310384, -0.999635, -0.00666905, 0.0113296, 0.0236095, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.940919] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [34] 1759367258940805, 2.8685, -0.0248527, -0.387074, -0.310384, -0.999635, -0.00666905, 0.0113296, 0.0236095, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.942622] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [35] 1759367258942511, 2.8702, -0.0248619, -0.387079, -0.3104, -0.999635, -0.00664118, 0.0113325, 0.0236177, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.945565] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [36] 1759367258945450, 2.87314, -0.0248619, -0.387079, -0.3104, -0.999635, -0.00664118, 0.0113325, 0.0236177, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.952709] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [38] 1759367258952581, 2.88027, -0.0248619, -0.387079, -0.3104, -0.999635, -0.00664118, 0.0113325, 0.0236177, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.953316] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [39] 1759367258953223, 2.88091, -0.0248534, -0.387079, -0.310402, -0.999634, -0.00663826, 0.0113598, 0.0236374, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.954335] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [40] 1759367258954231, 2.88192, -0.0248534, -0.387079, -0.310402, -0.999634, -0.00663826, 0.0113598, 0.0236374, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.957039] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [42] 1759367258956936, 2.88463, -0.0248534, -0.387079, -0.310402, -0.999634, -0.00663826, 0.0113598, 0.0236374, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.959787] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [43] 1759367258959677, 2.88737, -0.0248534, -0.387079, -0.310402, -0.999634, -0.00663826, 0.0113598, 0.0236374, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.962723] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [44] 1759367258962618, 2.89031, -0.0248703, -0.387076, -0.310402, -0.999634, -0.00664521, 0.0113401, 0.023626, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.965366] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [45] 1759367258965256, 2.89295, -0.0248703, -0.387076, -0.310402, -0.999634, -0.00664521, 0.0113401, 0.023626, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.969666] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [47] 1759367258969557, 2.89725, -0.0248703, -0.387076, -0.310402, -0.999634, -0.00664521, 0.0113401, 0.023626, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.972305] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [48] 1759367258972189, 2.89988, -0.0248732, -0.38707, -0.310398, -0.999634, -0.00666297, 0.0113497, 0.023633, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.975284] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [49] 1759367258975177, 2.90287, -0.0248732, -0.38707, -0.310398, -0.999634, -0.00666297, 0.0113497, 0.023633, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.978093] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [51] 1759367258977965, 2.90566, -0.0248732, -0.38707, -0.310398, -0.999634, -0.00666297, 0.0113497, 0.023633, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.980730] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [52] 1759367258980621, 2.90831, -0.0248848, -0.387075, -0.310393, -0.999635, -0.00664466, 0.0113099, 0.0236364, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.985449] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [53] 1759367258985336, 2.91303, -0.0248848, -0.387075, -0.310393, -0.999635, -0.00664466, 0.0113099, 0.0236364, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.988171] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [55] 1759367258988059, 2.91575, -0.0248848, -0.387075, -0.310393, -0.999635, -0.00664466, 0.0113099, 0.0236364, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.990725] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [56] 1759367258990621, 2.91831, -0.024872, -0.387076, -0.310386, -0.999635, -0.00665208, 0.0113307, 0.0236257, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.993542] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [57] 1759367258993430, 2.92112, -0.024872, -0.387076, -0.310386, -0.999635, -0.00665208, 0.0113307, 0.0236257, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:38.996260] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [58] 1759367258996172, 2.92386, -0.024872, -0.387076, -0.310386, -0.999635, -0.00665208, 0.0113307, 0.0236257, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.000682] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [60] 1759367259000569, 2.92826, -0.024872, -0.387076, -0.310386, -0.999635, -0.00665208, 0.0113307, 0.0236257, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.003233] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [61] 1759367259003129, 2.93082, -0.0248712, -0.387079, -0.310379, -0.999635, -0.00665207, 0.0113114, 0.0236267, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.006149] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [62] 1759367259006062, 2.93375, -0.0248712, -0.387079, -0.310379, -0.999635, -0.00665207, 0.0113114, 0.0236267, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.009079] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [64] 1759367259008967, 2.93666, -0.0248712, -0.387079, -0.310379, -0.999635, -0.00665207, 0.0113114, 0.0236267, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.011695] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [65] 1759367259011541, 2.93923, -0.0248579, -0.387084, -0.310378, -0.999635, -0.00663957, 0.0113242, 0.023623, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.014548] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [66] 1759367259014437, 2.94213, -0.0248579, -0.387084, -0.310378, -0.999635, -0.00663957, 0.0113242, 0.023623, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.019049] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [68] 1759367259018937, 2.94663, -0.0248579, -0.387084, -0.310378, -0.999635, -0.00663957, 0.0113242, 0.023623, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.021642] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [69] 1759367259021492, 2.94918, -0.0248605, -0.387089, -0.31038, -0.999635, -0.00665789, 0.0113177, 0.0236289, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.027441] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [71] 1759367259027321, 2.95501, -0.0248605, -0.387089, -0.31038, -0.999635, -0.00665789, 0.0113177, 0.0236289, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.028038] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [72] 1759367259027960, 2.95565, -0.0248605, -0.387089, -0.31038, -0.999635, -0.00665789, 0.0113177, 0.0236289, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.030023] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [73] 1759367259029914, 2.95761, -0.0248605, -0.387089, -0.31038, -0.999635, -0.00665789, 0.0113177, 0.0236289, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.033487] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [74] 1759367259033377, 2.96107, -0.024867, -0.387084, -0.310378, -0.999635, -0.0066621, 0.0113192, 0.0236004, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.036124] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [75] 1759367259036037, 2.96373, -0.024867, -0.387084, -0.310378, -0.999635, -0.0066621, 0.0113192, 0.0236004, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.038744] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [77] 1759367259038631, 2.96632, -0.024867, -0.387084, -0.310378, -0.999635, -0.0066621, 0.0113192, 0.0236004, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.041262] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [78] 1759367259041153, 2.96884, -0.0248476, -0.387086, -0.31038, -0.999635, -0.00666875, 0.0113499, 0.0236113, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.044132] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [79] 1759367259043998, 2.97169, -0.0248476, -0.387086, -0.31038, -0.999635, -0.00666875, 0.0113499, 0.0236113, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.048632] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [81] 1759367259048518, 2.97621, -0.0248476, -0.387086, -0.31038, -0.999635, -0.00666875, 0.0113499, 0.0236113, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.051380] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [82] 1759367259051270, 2.97896, -0.0248647, -0.387094, -0.310394, -0.999635, -0.00666857, 0.0113348, 0.0236199, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.054302] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [83] 1759367259054187, 2.98188, -0.0248647, -0.387094, -0.310394, -0.999635, -0.00666857, 0.0113348, 0.0236199, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.056894] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [85] 1759367259056824, 2.98452, -0.0248647, -0.387094, -0.310394, -0.999635, -0.00666857, 0.0113348, 0.0236199, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.059678] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [86] 1759367259059566, 2.98726, -0.0248647, -0.387094, -0.310394, -0.999635, -0.00666857, 0.0113348, 0.0236199, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.062401] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [87] 1759367259062292, 2.98998, -0.0248714, -0.387077, -0.310392, -0.999634, -0.00667091, 0.0113294, 0.0236245, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.065618] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [88] 1759367259065501, 2.99319, -0.0248714, -0.387077, -0.310392, -0.999634, -0.00667091, 0.0113294, 0.0236245, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.068630] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [90] 1759367259068507, 2.9962, -0.0248714, -0.387077, -0.310392, -0.999634, -0.00667091, 0.0113294, 0.0236245, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.072925] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [91] 1759367259072814, 3.0005, -0.02487, -0.38708, -0.310396, -0.999635, -0.00665599, 0.0113243, 0.0236265, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.074064] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [92] 1759367259073961, 3.00165, -0.02487, -0.38708, -0.310396, -0.999635, -0.00665599, 0.0113243, 0.0236265, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.076515] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [93] 1759367259076425, 3.00412, -0.02487, -0.38708, -0.310396, -0.999635, -0.00665599, 0.0113243, 0.0236265, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.081564] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [95] 1759367259081452, 3.00914, -0.02487, -0.38708, -0.310396, -0.999635, -0.00665599, 0.0113243, 0.0236265, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.084110] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [96] 1759367259084004, 3.0117, -0.0248781, -0.387077, -0.310398, -0.999634, -0.00666847, 0.0113478, 0.0236372, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.086916] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [98] 1759367259086825, 3.01452, -0.0248781, -0.387077, -0.310398, -0.999634, -0.00666847, 0.0113478, 0.0236372, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.090797] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [99] 1759367259090685, 3.01838, -0.0248781, -0.387077, -0.310398, -0.999634, -0.00666847, 0.0113478, 0.0236372, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.092227] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [100] 1759367259092123, 3.01981, -0.0248785, -0.387072, -0.310395, -0.999635, -0.00667318, 0.0113501, 0.0236112, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.097055] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [102] 1759367259096951, 3.02464, -0.0248785, -0.387072, -0.310395, -0.999635, -0.00667318, 0.0113501, 0.0236112, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.099940] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [103] 1759367259099829, 3.02752, -0.0248785, -0.387072, -0.310395, -0.999635, -0.00667318, 0.0113501, 0.0236112, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.103126] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [104] 1759367259103021, 3.03071, -0.0248807, -0.387082, -0.310398, -0.999634, -0.00666666, 0.0113677, 0.0236361, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.106034] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [105] 1759367259105918, 3.03361, -0.0248807, -0.387082, -0.310398, -0.999634, -0.00666666, 0.0113677, 0.0236361, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.108944] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [107] 1759367259108831, 3.03652, -0.0248807, -0.387082, -0.310398, -0.999634, -0.00666666, 0.0113677, 0.0236361, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.112929] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [108] 1759367259112816, 3.04051, -0.0248803, -0.387087, -0.310395, -0.999635, -0.00664567, 0.0113589, 0.0236147, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.115780] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [109] 1759367259115660, 3.04335, -0.0248803, -0.387087, -0.310395, -0.999635, -0.00664567, 0.0113589, 0.0236147, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.118794] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [111] 1759367259118682, 3.04637, -0.0248803, -0.387087, -0.310395, -0.999635, -0.00664567, 0.0113589, 0.0236147, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.121251] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [112] 1759367259121143, 3.04883, -0.0248696, -0.387081, -0.310396, -0.999635, -0.00665072, 0.0113653, 0.0236025, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.123970] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [113] 1759367259123867, 3.05156, -0.0248696, -0.387081, -0.310396, -0.999635, -0.00665072, 0.0113653, 0.0236025, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.129808] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [115] 1759367259129695, 3.05739, -0.0248696, -0.387081, -0.310396, -0.999635, -0.00665072, 0.0113653, 0.0236025, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.131147] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [116] 1759367259131042, 3.05873, -0.0248821, -0.387076, -0.310395, -0.999635, -0.00665331, 0.0113618, 0.0235794, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.134064] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [117] 1759367259133952, 3.06164, -0.0248821, -0.387076, -0.310395, -0.999635, -0.00665331, 0.0113618, 0.0235794, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.136518] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [119] 1759367259136460, 3.06415, -0.0248821, -0.387076, -0.310395, -0.999635, -0.00665331, 0.0113618, 0.0235794, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.139382] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [120] 1759367259139234, 3.06692, -0.0248821, -0.387076, -0.310395, -0.999635, -0.00665331, 0.0113618, 0.0235794, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.141931] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [121] 1759367259141824, 3.06951, -0.0248727, -0.387079, -0.310396, -0.999635, -0.00663394, 0.0113684, 0.0235857, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.145571] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [122] 1759367259145434, 3.07313, -0.0248727, -0.387079, -0.310396, -0.999635, -0.00663394, 0.0113684, 0.0235857, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.147927] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [124] 1759367259147816, 3.07551, -0.0248727, -0.387079, -0.310396, -0.999635, -0.00663394, 0.0113684, 0.0235857, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.150621] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [125] 1759367259150515, 3.07821, -0.0248703, -0.387074, -0.310402, -0.999635, -0.00665744, 0.0113573, 0.023597, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.153388] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [126] 1759367259153279, 3.08097, -0.0248703, -0.387074, -0.310402, -0.999635, -0.00665744, 0.0113573, 0.023597, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.155989] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [127] 1759367259155903, 3.08359, -0.0248703, -0.387074, -0.310402, -0.999635, -0.00665744, 0.0113573, 0.023597, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.160446] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [129] 1759367259160335, 3.08803, -0.0248703, -0.387074, -0.310402, -0.999635, -0.00665744, 0.0113573, 0.023597, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.163366] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [130] 1759367259163262, 3.09095, -0.0248739, -0.387085, -0.310405, -0.999635, -0.00663962, 0.0113495, 0.0235965, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.165923] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [131] 1759367259165835, 3.09353, -0.0248739, -0.387085, -0.310405, -0.999635, -0.00663962, 0.0113495, 0.0235965, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.168936] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [133] 1759367259168821, 3.09651, -0.0248739, -0.387085, -0.310405, -0.999635, -0.00663962, 0.0113495, 0.0235965, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.171654] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [134] 1759367259171509, 3.0992, -0.0248724, -0.387077, -0.310396, -0.999635, -0.00666268, 0.0113652, 0.0235786, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.176162] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [135] 1759367259176073, 3.10376, -0.0248724, -0.387077, -0.310396, -0.999635, -0.00666268, 0.0113652, 0.0235786, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.179049] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [137] 1759367259178937, 3.10663, -0.0248724, -0.387077, -0.310396, -0.999635, -0.00666268, 0.0113652, 0.0235786, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.182691] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [138] 1759367259182580, 3.11027, -0.0249015, -0.38708, -0.310378, -0.999635, -0.00664266, 0.0113334, 0.0236072, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:07:39.184487] [0x0000007f8dffa9a0] [MocapTag] [0x0000150e] [139] 1759367259184380, 3.11207, -0.0249015, -0.38708, -0.310378, -0.999635, -0.00664266, 0.0113334, 0.0236072, -0.00290365, 0, 0, 0, 0, 0, 
