[2024-07-29 16:38:17.521588] [0x0000007f8657f7c0] [MocapTag] [0x0000262e] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 16:38:21.420093] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1722] 1722285501419937, 3.94202, 0.0813277, -0.141493, -0.302745, -0.999981, -0.000181028, -0.00117173, -0.00601979, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.422624] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1723] 1722285501422505, 3.94459, 0.0814005, -0.141236, -0.302979, -0.999975, -0.000272297, -0.00238855, -0.00657973, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.425477] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1724] 1722285501425361, 3.94745, 0.0814005, -0.141236, -0.302979, -0.999975, -0.000272297, -0.00238855, -0.00657973, 0.00727619, 0.0256989, -0.0234331, 0, -0.243499, -0.111913, 
[2024-07-29 16:38:21.428013] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1726] 1722285501427944, 3.95003, 0.0814005, -0.141236, -0.302979, -0.999975, -0.000272297, -0.00238855, -0.00657973, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.430820] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1727] 1722285501430703, 3.95279, 0.0814005, -0.141236, -0.302979, -0.999975, -0.000272297, -0.00238855, -0.00657973, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.433421] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1728] 1722285501433271, 3.95536, 0.0813964, -0.141112, -0.303177, -0.999971, -0.000540985, -0.00244193, -0.0072457, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.437153] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1729] 1722285501437033, 3.95912, 0.0813964, -0.141112, -0.303177, -0.999971, -0.000540985, -0.00244193, -0.0072457, 0, 0.0124227, -0.0197854, 0.0533342, 0, -0.133064, 
[2024-07-29 16:38:21.440231] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1731] 1722285501440116, 3.9622, 0.0813964, -0.141112, -0.303177, -0.999971, -0.000540985, -0.00244193, -0.0072457, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.442385] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1732] 1722285501442276, 3.96436, 0.0813951, -0.1411, -0.303187, -0.99997, -0.000542999, -0.00243828, -0.00726501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.445164] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1733] 1722285501445050, 3.96713, 0.0813951, -0.1411, -0.303187, -0.99997, -0.000542999, -0.00243828, -0.00726501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.448149] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1735] 1722285501448081, 3.97017, 0.0813951, -0.1411, -0.303187, -0.99997, -0.000542999, -0.00243828, -0.00726501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.452201] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1736] 1722285501452080, 3.97417, 0.0813951, -0.1411, -0.303187, -0.99997, -0.000542999, -0.00243828, -0.00726501, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.454686] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1737] 1722285501454572, 3.97666, 0.0814072, -0.141042, -0.303279, -0.999968, -0.000604385, -0.00266999, -0.00747273, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.457380] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1738] 1722285501457293, 3.97938, 0.0814072, -0.141042, -0.303279, -0.999968, -0.000604385, -0.00266999, -0.00747273, 0, 0.00578776, -0.00917658, 0, -0.0464542, -0.0414906, 
[2024-07-29 16:38:21.460244] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1740] 1722285501460130, 3.98222, 0.0814072, -0.141042, -0.303279, -0.999968, -0.000604385, -0.00266999, -0.00747273, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.462765] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1741] 1722285501462655, 3.98474, 0.081407, -0.141213, -0.303037, -0.999974, -0.000467803, -0.00255701, -0.00668038, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.465668] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1742] 1722285501465549, 3.98763, 0.081407, -0.141213, -0.303037, -0.999974, -0.000467803, -0.00255701, -0.00668038, 0, -0.0171187, 0.0241758, 0, 0, 0.158393, 
[2024-07-29 16:38:21.469012] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1744] 1722285501468899, 3.99098, 0.081407, -0.141213, -0.303037, -0.999974, -0.000467803, -0.00255701, -0.00668038, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.471268] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1745] 1722285501471156, 3.99324, 0.081407, -0.141213, -0.303037, -0.999974, -0.000467803, -0.00255701, -0.00668038, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.474410] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1746] 1722285501474297, 3.99638, 0.0814013, -0.141107, -0.303197, -0.999971, -0.000497987, -0.00239753, -0.00724507, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.476496] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1747] 1722285501476384, 3.99847, 0.0814013, -0.141107, -0.303197, -0.999971, -0.000497987, -0.00239753, -0.00724507, 0, 0.0106326, -0.0160209, 0, 0, -0.11294, 
[2024-07-29 16:38:21.479354] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1749] 1722285501479226, 4.00131, 0.0814013, -0.141107, -0.303197, -0.999971, -0.000497987, -0.00239753, -0.00724507, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.481795] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1750] 1722285501481680, 4.00376, 0.0813999, -0.141109, -0.303208, -0.999971, -0.000523373, -0.00243167, -0.00723576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.485389] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1751] 1722285501485276, 4.00736, 0.0813999, -0.141109, -0.303208, -0.999971, -0.000523373, -0.00243167, -0.00723576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.488402] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1753] 1722285501488320, 4.01041, 0.0813999, -0.141109, -0.303208, -0.999971, -0.000523373, -0.00243167, -0.00723576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.490701] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1754] 1722285501490584, 4.01267, 0.0813999, -0.141109, -0.303208, -0.999971, -0.000523373, -0.00243167, -0.00723576, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.493241] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1755] 1722285501493132, 4.01522, 0.0813978, -0.141107, -0.303219, -0.999971, -0.000503403, -0.00244591, -0.00724327, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.497173] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1756] 1722285501497050, 4.01914, 0.0813978, -0.141107, -0.303219, -0.999971, -0.000503403, -0.00244591, -0.00724327, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.501585] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1758] 1722285501501466, 4.02355, 0.0813978, -0.141107, -0.303219, -0.999971, -0.000503403, -0.00244591, -0.00724327, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.504157] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1759] 1722285501504044, 4.02613, 0.0813976, -0.141105, -0.30322, -0.99997, -0.000485446, -0.00246371, -0.00728762, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.506914] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1760] 1722285501506803, 4.02889, 0.0813976, -0.141105, -0.30322, -0.99997, -0.000485446, -0.00246371, -0.00728762, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.509936] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1762] 1722285501509820, 4.03191, 0.0813976, -0.141105, -0.30322, -0.99997, -0.000485446, -0.00246371, -0.00728762, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.512497] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1763] 1722285501512388, 4.03447, 0.0814026, -0.141101, -0.303214, -0.99997, -0.000530016, -0.00244235, -0.00727382, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.516810] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1764] 1722285501516696, 4.03878, 0.0814026, -0.141101, -0.303214, -0.99997, -0.000530016, -0.00244235, -0.00727382, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.519506] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1766] 1722285501519391, 4.04148, 0.0814026, -0.141101, -0.303214, -0.99997, -0.000530016, -0.00244235, -0.00727382, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.522197] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1767] 1722285501522077, 4.04416, 0.0813932, -0.141099, -0.303217, -0.99997, -0.000529082, -0.00249729, -0.00726522, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.525133] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1768] 1722285501525020, 4.04711, 0.0813932, -0.141099, -0.303217, -0.99997, -0.000529082, -0.00249729, -0.00726522, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.527685] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1769] 1722285501527591, 4.04968, 0.0813932, -0.141099, -0.303217, -0.99997, -0.000529082, -0.00249729, -0.00726522, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.532944] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1771] 1722285501532829, 4.05491, 0.0813932, -0.141099, -0.303217, -0.99997, -0.000529082, -0.00249729, -0.00726522, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.535400] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1772] 1722285501535280, 4.05736, 0.0813964, -0.14112, -0.303204, -0.999971, -0.00047966, -0.00244782, -0.00722954, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.539205] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1774] 1722285501539090, 4.06118, 0.0813964, -0.14112, -0.303204, -0.999971, -0.00047966, -0.00244782, -0.00722954, 0, -0.00211486, 0, 0, 0, 0, 
[2024-07-29 16:38:21.541020] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1775] 1722285501540906, 4.06299, 0.0813964, -0.14112, -0.303204, -0.999971, -0.00047966, -0.00244782, -0.00722954, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.543682] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1776] 1722285501543564, 4.06565, 0.0813907, -0.141108, -0.3032, -0.99997, -0.00050116, -0.00244107, -0.00727059, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.548149] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1778] 1722285501548089, 4.07017, 0.0813907, -0.141108, -0.3032, -0.99997, -0.00050116, -0.00244107, -0.00727059, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.551124] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1779] 1722285501551009, 4.07309, 0.0813907, -0.141108, -0.3032, -0.99997, -0.00050116, -0.00244107, -0.00727059, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.554128] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1780] 1722285501554017, 4.0761, 0.081382, -0.141102, -0.303201, -0.999971, -0.000533449, -0.00244917, -0.00725599, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.556231] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1781] 1722285501556125, 4.07821, 0.081382, -0.141102, -0.303201, -0.999971, -0.000533449, -0.00244917, -0.00725599, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.559021] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1783] 1722285501558900, 4.08099, 0.081382, -0.141102, -0.303201, -0.999971, -0.000533449, -0.00244917, -0.00725599, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.561557] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1784] 1722285501561444, 4.08353, 0.0813999, -0.14113, -0.303174, -0.999971, -0.000707166, -0.00264427, -0.00707921, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.564976] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1785] 1722285501564863, 4.08695, 0.0813999, -0.14113, -0.303174, -0.999971, -0.000707166, -0.00264427, -0.00707921, 0, -0.00288827, 0.00269705, 0, -0.0392456, 0.0354677, 
[2024-07-29 16:38:21.567648] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1786] 1722285501567558, 4.08964, 0.0813999, -0.14113, -0.303174, -0.999971, -0.000707166, -0.00264427, -0.00707921, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.570494] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1788] 1722285501570380, 4.09246, 0.0813999, -0.14113, -0.303174, -0.999971, -0.000707166, -0.00264427, -0.00707921, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.572885] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1789] 1722285501572776, 4.09486, 0.0813667, -0.141243, -0.302935, -0.999975, -7.93897e-05, -0.00180702, -0.00678019, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.575795] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1790] 1722285501575679, 4.09776, 0.0813667, -0.141243, -0.302935, -0.999975, -7.93897e-05, -0.00180702, -0.00678019, -0.00332357, -0.011218, 0.0238559, -0.12424, 0.168339, 0.0594673, 
[2024-07-29 16:38:21.580337] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1792] 1722285501580221, 4.10231, 0.0813667, -0.141243, -0.302935, -0.999975, -7.93897e-05, -0.00180702, -0.00678019, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.583004] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1793] 1722285501582896, 4.10498, 0.0813997, -0.14097, -0.303377, -0.999966, -0.000693157, -0.00289437, -0.00769186, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.586022] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1794] 1722285501585896, 4.10798, 0.0813997, -0.14097, -0.303377, -0.999966, -0.000693157, -0.00289437, -0.00769186, 0.00330268, 0.0272153, -0.0441926, 0.120735, -0.21842, -0.181979, 
[2024-07-29 16:38:21.588122] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1796] 1722285501588064, 4.11015, 0.0813997, -0.14097, -0.303377, -0.999966, -0.000693157, -0.00289437, -0.00769186, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.590816] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1797] 1722285501590701, 4.11279, 0.0813997, -0.14097, -0.303377, -0.999966, -0.000693157, -0.00289437, -0.00769186, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.593408] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1798] 1722285501593259, 4.11534, 0.0813994, -0.141105, -0.303205, -0.999971, -0.000547319, -0.00240168, -0.00720915, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.596739] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1799] 1722285501596585, 4.11867, 0.0813994, -0.141105, -0.303205, -0.999971, -0.000547319, -0.00240168, -0.00720915, 0, -0.013411, 0.0172298, 0, 0.0988111, 0.0964138, 
[2024-07-29 16:38:21.599250] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1801] 1722285501599134, 4.12122, 0.0813994, -0.141105, -0.303205, -0.999971, -0.000547319, -0.00240168, -0.00720915, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.601808] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1802] 1722285501601696, 4.12378, 0.0813798, -0.141178, -0.303054, -0.999973, -0.000214756, -0.00206776, -0.00697845, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.604509] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1803] 1722285501604400, 4.12648, 0.0813798, -0.141178, -0.303054, -0.999973, -0.000214756, -0.00206776, -0.00697845, 0, -0.00736618, 0.0150593, -0.0659227, 0.0672692, 0.0459705, 
[2024-07-29 16:38:21.607039] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1804] 1722285501606927, 4.12901, 0.0813798, -0.141178, -0.303054, -0.999973, -0.000214756, -0.00206776, -0.00697845, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.611821] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1806] 1722285501611704, 4.13379, 0.0813798, -0.141178, -0.303054, -0.999973, -0.000214756, -0.00206776, -0.00697845, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.614400] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1807] 1722285501614285, 4.13637, 0.0814057, -0.141026, -0.303305, -0.999968, -0.000575163, -0.00266753, -0.00747492, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.617186] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1808] 1722285501617065, 4.13915, 0.0814057, -0.141026, -0.303305, -0.999968, -0.000575163, -0.00266753, -0.00747492, 0.00259667, 0.01519, -0.0250666, 0.0709772, -0.12051, -0.0990853, 
[2024-07-29 16:38:21.619958] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1810] 1722285501619841, 4.14193, 0.0814057, -0.141026, -0.303305, -0.999968, -0.000575163, -0.00266753, -0.00747492, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.622554] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1811] 1722285501622441, 4.14453, 0.0814295, -0.141125, -0.303218, -0.999971, -0.000644762, -0.00274588, -0.00701364, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.625433] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1812] 1722285501625315, 4.1474, 0.0814295, -0.141125, -0.303218, -0.999971, -0.000644762, -0.00274588, -0.00701364, 0.00237363, -0.0098626, 0.00863549, 0, 0, 0.0923063, 
[2024-07-29 16:38:21.628436] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1814] 1722285501628318, 4.1504, 0.0814295, -0.141125, -0.303218, -0.999971, -0.000644762, -0.00274588, -0.00701364, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.631071] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1815] 1722285501630956, 4.15304, 0.0814295, -0.141125, -0.303218, -0.999971, -0.000644762, -0.00274588, -0.00701364, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.633639] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1816] 1722285501633527, 4.15561, 0.0815277, -0.14267, -0.30166, -0.999993, 0.00172431, 0.00160823, -0.00304877, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.636303] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1817] 1722285501636184, 4.15827, 0.0815277, -0.14267, -0.30166, -0.999993, 0.00172431, 0.00160823, -0.00304877, 0.0098244, -0.154556, 0.155826, 627.85, 0.872762, 0.793199, 
[2024-07-29 16:38:21.638962] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1819] 1722285501638845, 4.16093, 0.0815277, -0.14267, -0.30166, -0.999993, 0.00172431, 0.00160823, -0.00304877, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.643609] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1820] 1722285501643497, 4.16558, 0.0815792, -0.142324, -0.302226, -0.999991, 0.000787185, 0.000261834, -0.00404622, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.646510] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1821] 1722285501646399, 4.16848, 0.0815792, -0.142324, -0.302226, -0.999991, 0.000787185, 0.000261834, -0.00404622, 0.00514415, 0.0346201, -0.0565385, 0.186658, -0.269692, -0.200003, 
[2024-07-29 16:38:21.648849] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1823] 1722285501648723, 4.17081, 0.0815792, -0.142324, -0.302226, -0.999991, 0.000787185, 0.000261834, -0.00404622, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.651662] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1824] 1722285501651539, 4.17362, 0.0815792, -0.142324, -0.302226, -0.999991, 0.000787185, 0.000261834, -0.00404622, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.654009] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1825] 1722285501653897, 4.17598, 0.0815368, -0.142669, -0.301666, -0.999993, 0.00172424, 0.00155871, -0.00308902, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.656623] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1826] 1722285501656509, 4.17859, 0.0815368, -0.142669, -0.301666, -0.999993, 0.00172424, 0.00155871, -0.00308902, -0.00423536, -0.0344739, 0.0559905, -0.186658, 0.259802, 0.191935, 
[2024-07-29 16:38:21.660817] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1828] 1722285501660702, 4.18279, 0.0815368, -0.142669, -0.301666, -0.999993, 0.00172424, 0.00155871, -0.00308902, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.663988] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1829] 1722285501663880, 4.18597, 0.0813484, -0.140897, -0.304168, -0.999919, -0.00453645, -0.00616427, -0.0101959, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.666064] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1830] 1722285501665948, 4.18803, 0.0813484, -0.140897, -0.304168, -0.999919, -0.00453645, -0.00616427, -0.0101959, -0.0188388, 0.177195, -0.250268, -627.08, -1.55484, -1.41645, 
[2024-07-29 16:38:21.668739] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1832] 1722285501668619, 4.1907, 0.0813484, -0.140897, -0.304168, -0.999919, -0.00453645, -0.00616427, -0.0101959, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.671307] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1833] 1722285501671195, 4.19328, 0.0813484, -0.140897, -0.304168, -0.999919, -0.00453645, -0.00616427, -0.0101959, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.675506] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1834] 1722285501675396, 4.19748, 0.0813666, -0.14084, -0.304295, -0.99992, -0.00416531, -0.00606511, -0.0102517, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.678337] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1836] 1722285501678219, 4.2003, 0.0813666, -0.14084, -0.304295, -0.99992, -0.00416531, -0.00606511, -0.0102517, 0, 0.00571483, -0.0126464, -0.0741005, 0, 0, 
[2024-07-29 16:38:21.681052] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1837] 1722285501680940, 4.20303, 0.0813666, -0.14084, -0.304295, -0.99992, -0.00416531, -0.00606511, -0.0102517, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.683521] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1838] 1722285501683411, 4.2055, 0.0814682, -0.141448, -0.30351, -0.999961, -0.00222257, -0.00331934, -0.00785914, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.686280] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1839] 1722285501686160, 4.20824, 0.0814682, -0.141448, -0.30351, -0.999961, -0.00222257, -0.00331934, -0.00785914, 0.0101671, -0.060761, 0.0784936, -0.381327, 0.554155, 0.475027, 
[2024-07-29 16:38:21.688868] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1841] 1722285501688741, 4.21083, 0.0814682, -0.141448, -0.30351, -0.999961, -0.00222257, -0.00331934, -0.00785914, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.693307] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1842] 1722285501693194, 4.21528, 0.0814682, -0.141448, -0.30351, -0.999961, -0.00222257, -0.00331934, -0.00785914, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.695742] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1843] 1722285501695633, 4.21772, 0.0814763, -0.141352, -0.303615, -0.999956, -0.00283421, -0.0037915, -0.00815528, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.698705] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1845] 1722285501698581, 4.22067, 0.0814763, -0.141352, -0.303615, -0.999956, -0.00283421, -0.0037915, -0.00815528, 0, 0.00956206, -0.0105303, 0.121355, -0.0955549, -0.0585632, 
[2024-07-29 16:38:21.701437] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1846] 1722285501701323, 4.22341, 0.0814763, -0.141352, -0.303615, -0.999956, -0.00283421, -0.0037915, -0.00815528, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.704514] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1847] 1722285501704403, 4.22649, 0.0813675, -0.140781, -0.30434, -0.999917, -0.00432099, -0.00619419, -0.0104276, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.709502] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1849] 1722285501709384, 4.23147, 0.0813675, -0.140781, -0.30434, -0.999917, -0.00432099, -0.00619419, -0.0104276, -0.0108788, 0.0570643, -0.0724881, 0.290632, -0.484884, -0.451356, 
[2024-07-29 16:38:21.712165] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1850] 1722285501712053, 4.23414, 0.0813219, -0.141011, -0.304118, -0.999929, -0.00379244, -0.00574798, -0.00975973, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:21.715082] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1851] 1722285501714954, 4.23704, 0.0813219, -0.141011, -0.304118, -0.999929, -0.00379244, -0.00574798, -0.00975973, -0.00456429, -0.022954, 0.0222265, -0.104022, 0.0908368, 0.13261, 
[2024-07-29 16:38:21.717401] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [1852] 1722285501717308, 4.23939, 0.0813219, -0.141011, -0.304118, -0.999929, -0.00379244, -0.00574798, -0.00975973, 0, 0, 0, 0, 0, 0, 
